Query	UserId	ChatsQuantity	BotAnswer	BotHelp	Lenth
"Здравствуйте. Ответьте, пожалуйста на мой вопрос. Как правильно отразить в договоре аренды помещения обязанность арендатора по внесению арендной платы, если, согласно акту приема-передачи, помещение будет передано арендатору через месяц после подписания договора: ""Арендная плата в течение месяца до подписания акта приема-передачи является нулевой"", или ""До подписания акта приема-передачи арендатор оплачивает только переменную часть арендной платы, то есть коммунальные услуги.""?"	8714044	1	0	0	59
"добрый день, подскажите пожалуйста. ООО на УСН ""Доходы за минусом расходов"". Единственный учредитель-физическое лицо. Учредитель также является сотрудником ООО, заместителем директора. ООО (Заимодавец) заключило договор займа с сотрудником ООО, который является и учредителем ООО. В договоре займа прописано, что договор заключается с Гражданином РФ....... Вопрос, Заимодавец принимает решение о прощение долга. Как отразить данную операцию в НУ и БУ?"	2219310	1	0	0	59
Добрый день. Наш Поставщик является импортером Товара с территории РБ. Товар отгружается ж/д транспортом. Мы получили УПД выписанную нашим Поставщиком датой отгрузки на территории РБ. На наши требования перевыставить УПД датой перехода границы, наш Поставщик утверждает, что мы не правы. Про пояснить можем ли мы взять к возмещению НДС по УПД выписанной датой, когда Товар находился за пределами РФ?	2046795	1	0	0	59
Добрый день. Организация на ОСНО продает свой автомобиль, на который оформлен полис КАСКО другому юр.лицу. По договору купли-продажи предусмотренно, что покупатель компенсирует продавцу стоимость КАСКО за оставшийся после продажи период. Нет ли необходимости у продавца с полученной суммы компенсации исчислить и уплатить НДС? Как данные операции по передачи КАСКР оставшейся стоимости отражаются в бух.учете и налоговом учете у продавца?	3729518	1	0	0	59
Добры день , вопрос , мы каждый день оплачиваем счета транспортной компании , на каждый счет формируем платежное поручение, а их в день порядка 15 шт , мы хотим перечислить аванс в сумме 100000 , только вот Поставщик в УПД не будет проставлять 5 гр. к платежно -расчетному документу , будет это ошибкой , не верно заполнено УПД ?	19234417	1	0	0	59
Добрый день. У сотрудника в 2023 году изменился статус на нерезидента, выяснилось только это только в 2024 году. За 2023 год этот сотрудник будет лично сдавать форму 3 НДФЛ. Нужно ли сейчас организации вносить изменения в учет и подавать уточненные отчеты 6 НДФЛ, если надо, то с какого периода? Может ли ИНФС сама сделать перерасчет и удержать не исчисленный НДФЛ?	821371	1	0	0	60
"Добрый день! ООО (коммерческая организация) получило грант в 2023г., провело мероприятие по реализации этого гранта в 2023. В Декларации по прибыли за 2023 г. в листе 07 было отражено получение гранта и расходы по гранту. Вопрос: в бухгалтерском балансе нужно как-то отображать эти поступления и расходования средств? Нужно ли к Ф1 и Ф"" баланса еще сдавать отчет о целевом финансировании?"	7082041	1	0	0	60
Добрый день! Подскажите, как правильно организовать ведение операционной кассы в месте расчетов. Предприятие предоставляет услуги, на месте расчетов, за ККТ посменно работают разные сотрудники. Как правильно организовать документооборот? Каждую смену( каждый день) , за исключением выходных, они сдают выручку в кассу подразделения. Как правильно хранить деньги, полученные в выходной день? В случае проверки налоговым органом какие документы они будут сверять?	4169573	1	0	0	60
Добрый день! Наша организация (не является благотворительной) оказала финансовую помощь волонтерскому движению для приобретения материалов для плетения маскировочных сетей в зону СВО. Волонтеры не являются юр. лицом. Деньги перечислили физ. лицу (не состоит с нами в трудовых или гражданско-правовых отношениях) по реквизитам, указанным в их письме. У получателя помощи возникает облагаемый НДФЛ доход. Какой код дохода НДФЛ следует указать? 2710?	129931	1	0	0	60
По ссылке вообще не то,о чем спрашивали. Интересует такой вопрос. От поставщика получаем товар по УПД или ТОРГ-12 и счет-фактуру, по которым единицы измерения товара - штуки. Указана цена за 1 шт и общая стоимость. Можем ли мы отгружать такой товар упаковками ( например, пиво),указывая в своих УПД на отгрузку единицу измерения товара - упаковка и цену за упаковку товара.	18999596	1	0	0	60
Добрый вечер! Подскажите пожалуйста: в 2022 году находились на УСНО (доходы), с января 2023 г. по октябрь 2023 г. на Патенте, далее УСНО до конца года. Вопрос: могу ли я уменьшить сумму налога по УСНО за 2023 г. на сумму уплаченного за 2022 год 1 % свыше 300 000 руб. в полном объёме??? Так как использовала УСНО весь 2022 год	812781	1	0	0	60
Добрый день! Организация организация расторгает договор аренды офиса-обособленного подразделения и заключает договор аренды в другом месте. Там требуется длительный ремонт помещения. На время ремонта (2-3 месяца) будет временно арендоваться помещение (коворкинг). Нужно ли регистрировать это временное помещение (коворкинг) как обособленное подразделение? Нужно ли регистрировать как обособленное подразделение новый офис, пока там идет ремонт и никто из сотрудников там не рабтает?	1999914	1	0	0	60
Здравствуйте. Наша организация занимается оказывает услуги на проведение испытаний электроподвижного состава. В связи с чем мы обязаны проходить аккредитацию в национальной системе, после прохождения которой выдается аттестат о ее прохождении сроком на пять лет, который дает нам право оказывать данные услуги. После его получения, мы должны с определенной периодичностью подтверждать компетентность (первый раз через 2 года с даты выдачи аттестата,)	7814348	1	0	0	60
"добрый день. Просим помочь в ситуации: работаем по договору комиссии. Покупатель платежной картой перечислил денежные средства в качестве аванса на счет Комиссионера. В чеке отражена операция ""внесение аванса с признаком агента"". Комиссионер продал т овар Комитента Покупателю и оказал собственную услугу доставки в счет внесенного аванса .Как отразить в чеке зачет аванса на продажу товара агента и собственную услугу? Спасибо."	402728	1	0	0	60
Добрый вечер! Подскажите пожалуйста: весь 2022 год находились на УСНО (доходы), с января 2023 г. по октябрь 2023 г. на Патенте, далее УСНО до конца года. Вопрос: могу ли я уменьшить сумму налога по УСНО за 2023 г. на сумму уплаченного за 2022 год 1 % свыше 300 000 руб. в полном объёме??? Так как использовала УСНО весь 2022 год	812781	1	0	0	60
Добрый день. Подскажите, отчетность ЕФС-1 раздел 2 по взносам на травматизм в СФР, Расчет по страховым взносам и 6-НДФЛ в налоговую отличаются чем-нибудь от обычных рас четов, которые представляли на сотрудников граждан РФ, если сейчас в 1 квартале появился иностранный сотрудник - гражданин Узбекистана по патенту. Нужно ли в названных отчетах заполнять дополнительные разделы по сотруднику-иностранцу? Есть отличия в заполнении?	2526981	1	0	0	60
"Добрый день. Нам предоставили скидку по договору лизинга, Скидка
применяется в соответствии с программой предоставления субсидий из федерального
бюджета на возмещение потерь в доходах российских лизинговых организаций при
предоставлении лизингополучателю скидки по уплате авансового платежа по договорам
лизинга специализированной техники и (или) оборудования, заключенным в 2018-2023
годах, в рамках подпрограммы «Развитие транспортного и специального
машиностроения» государственной программы Российской Федерации «Развитие
промышленности и повышение ее конкурентоспособности» (если иное название
п"	6984816	1	0	0	61
Добрый день! Ситуация следующая: Главный бухгалтер оказывал нашей организации услуги по бух.сопровождению в качестве ИП. Сейчас ИП закрывает. С 22 года является налоговым нерезидентом, т.к. проживает за границей. Сейчас планируем принять главбуха по договору ГПХ, формат работы удаленно. Как правильно оформить и какие условия для приема таких сотрудников в 2024г.? Есть ли какие то нюансы оформления если ИП в процессе закрытия?	14338822	1	0	0	61
"Добрый день! Пробуем формировать отчет 6-НДФЛ за полугодие, так как всегда проверяем при выплате переходящей зарплаты (вторая часть зарплаты за март будет выплачена 10.04.). При поверке КС ""ругается"" на КС 1.3 и 1,37. Как устранить ошибку. Ведь по стр.20 и 160 сумма идет нарастающим итогом, а в форме 6-НДФЛ нет строки для отражения сумм удержанного и перечисленного в 1 квартале налога"	3038326	1	0	0	61
Добры день, подскажите пожалуйста проводку на операцию: запросили у ИФНС справку о принадлежности сумм денежных средств, перечисленных в качестве ЕНП. Раздел 1 Поступление состоит из сумм, которые мы перечислили и сумм переплаты с обязательств. Какую проводку я должна сделать на переплату с обязательств (страховые взносы, предусмотренные законодательством о налогах и сборах, распределяемые по видам страхования (Зачтено в ЕНП (для погашения долга))?	4800259	1	0	0	61
добрый день. Ситуация: физ лицо по договору цессии приобрело у юр лица авто, которое выкупило у Лизингодателя по выкупной стоимости договора лизинга, указанной в договоре между лизингодателем и юр лицом. При продаже этого авто через срок менее трех лет, что для фыиз лица будет являться расходами, которые связаны с приобретением автомобиля? можно отнести стоимость цессии или стоимость указанную в договоре лизинга?	8867612	1	0	0	61
Добрый день, от нас прошел экспорт товара (несырьевой товар) в республику Беларусь (т.е. на территорию члена ЕАЭС) со ставкой НДС 0%. Код вида операции 1010421. Вопрос; в связи с обязательной подачей (с января 2024) реестров к декларации по НДС для подтверждения ставки НДС 0%, какой именно регистр нам использовать под данную реализацию (номер КНД)? Просмотрели все приложения и не нашли нужного.	18415130	1	0	0	61
"у ИП своя квартира и еще несколько арендованных. 
зарегистрировали на каждый адрес патент деньги перечисляют по безналу: с карт, на сайте. 
оформляем онлайн-кассу, привязанную к счету, чтобы автоматически пробивала чек.

ст 2 54-фз говорит, что можно не применять, если в жилье в собственности ,но клиент вычитал , что арендованное тоже подпадает под такую льготу.Так ли это ? Какой штраф за неприменение ККТ?"	768024	1	0	0	61
Добрый вечер! Организация занимается импортом, товар ввезен с уплатой НДС. Есть разрешение МПТ на реализацию и на ввоз данного товара на применение ставки 0% НДС (Документ, подтверждающий целевое назначение реализуемых товаров, указанных в подпункте 16 пункта 1 статьи 164 Налогового кодекса Российской Федерации). На ввоз данное разрешение не применяли, НДС заплатили. Имеем ли мы право реализовать данный товар по ставке 0%?	8631663	1	0	0	61
Здравствуйте, помогите разобраться с вопросом. Предприятие на ОСНО в конце марта 2024 г. приобрело автомобиль. Поставщик предоставил все документы: договор, ТОРГ-12, Счет фактуру. Автомобиль предназначен для производственной деятельности. Регистрация в ГИБДД пройдет в апреле 2024 г. Правомерно ли до регистрации в ГИБДД принять автомобиль к учету в качестве объекта основных средств в целях налога на прибыль и применить вычет по НДС?	239382	1	0	0	61
Добрый день! Организация ошибочно сдала ЕФС-1 бывший СЗВ-СТАЖ на 2023 год на регистрационный номер в СФР, который был закрыт в связи с перерегистрацией организации в другом регионе, получила положительный протокол от СФР, что отчет принят. Теперь СФР прислал уведомление об устранении данной ошибки. Вопрос: как исправить такую ошибку, надо ли сдавать отменяющий ЕФС-1 или просто направить отчет на верный регистрационный номер?.	10458427	1	0	0	61
Добрый день, подскажите пожалуйста по заполнению больничного по уходу старого образца за 2021 г. интересует строка среднего заработка при расчете пособия. Дело в том что у сотрудника нет дохода от предыдущего страхователя. Больничный минимальный. Какую сумму в этом случае ставить в средний заработок? 307008,00? Также по этому больничному был направлен реестр прямых выплат, может его в этом случае не надо заполнять?	17852676	1	0	0	61
Добрый день !можно ли учесть в расходах оценку рыночной стоимости участника общества для целей наследования третьим лицом. Умер участник общества.Для вступления в право наследия жена должна предоставить нотариусу рыночную оценку доли в компании. Общество заключило договор с оценочной компанией ,предоставили все запращиваемы документы для оценки.Может ли компания учесть в расходах оплаченные услуги по оценки стоимости доли умершего участника в уставном капитале общества	663192	1	0	0	62
Добрый день. Наша компания собственным транспортом доставляет товар клиентам наших покупателей. В УПД мы указываем юр. адрес покупателя, он же грузополучатель, а в путевых листах- адрес доставки контрагенту покупателя. Каким документом мы можем подтвердить адрес, который указан в путевом листе, при доставке груза контрагенту покупателя при доставке за свой счет и при доставке за счет покупателя. По путевому листу мы списываем ГСМ.	614874	1	0	0	62
Организация, применяющая систему налогообложения УСН доходы минус расходы, заключила договор аренды сроком на 11 месяцев с возможностью дальнейшей пролонгации. Арендатор в БУ отражает ППА.В этом помещении произвела работы по его переоборудованию (неотделимые улучшения). Работы произведены с согласия арендодателя будут возмещаться путем взаимозачета взаимных требований. Как арендатору отразить неотделимые улучшения в НУ и БУ и как проводить взаимозачет с учетом отраженного ППА ?	2219310	1	0	0	62
От покупателя ИП поступила переплата и клиент просит вернуть на счет не ИП , а себе как физическому лицу. ИП пока еще на сайте ФНС действующее, но клиент утверждает , что расчетный счет ИП уже закрыт. Можем ли мы вернуть переплату на счет физического лица, если ее ИП еще не закрыто. Проверить закрыт у ИП счет или нет у нас возможности нет.	5708567	1	0	0	62
Здравствуйте. Самый насущный вопрос для нас на данный момент. Мы по договору аренды арендуем цех. ПО договору ежемесячно должны оплачивать арендные платежи. Так как арендодатель и директор это одно лицо. Платежи не производились за последние 3 года. Ввиду отсутствия средств.Начали выплачивать эту задолженность в конце 2023 года частично. Вопрос. Можем ли мы выплатить эту задолженность в размере трех лет? Или даже больще?	5952145	1	0	0	62
"Добрый день.
Наша организация 2021, 2022 год начисляла налог на имущество за здание по кадастровой стоимости. За 2023 год МИФНС (28.03.2024) нам прислало уведомление без начислений по налогу на имущество, при телефонном разговоре инспектор нам разъяснил, что на 2023 год в Положении по СПб нашего здания нет. Как и где нам выяснить, кто и на каком этапе совершил ошибку, или это не ошибка???"	154477	1	0	0	62
Добрый день. Сотрудник находится в отпуске по уходу за ребенком и получает пособие по уходу за ребенком до 1,5 лет. Планирует оформить отпуск и выплаты на бабушку в целях увеличения размера пособия. Имеет ли право сотрудник также находиться в отпуске по уходу за ребенком одновременно с бабушкой, но пособие не получать? Или в отпуске за одним ребенком может находиться только один человек?	9590919	1	0	0	62
Здравствуйте. Как подготовить декларацию и рассчитать налог УСН ИП доходы (6%) за 2023 г. Меня интересует зачет уплаченных в 2023 году страховых взносов за себя, начисленных за 2022 год. А также момент зачета страховых взносов 1% с сумм дохода свыше 300 тыс. Можно ли этими взносами уменьшить налог УСН за 2023 г., не смотря на то, что срок уплаты 1 июля 2024г?	1844895	1	0	0	62
Добрый день, между муниципальным образованием г о город Луганск и нашим предприятием (МУП Луганскгорсвет) заключено Соглашение о предоставлении из бюджета муниципального образования в 2024г субсидии на возмещение затрат за использованную электроэнергию с вязи с выполнением работ(услуг) для обеспечения муниципальных нужд. Возникает в данном случае обязательство по НДС и налога на прибыль, и какие бухгалтерские проводки нужно отразить в учете ? Если можете подскажите!	19020491	1	0	0	63
Добрый день. Для формы статистики 4-инновация заполняется в Разделе 4 информация по строке 301 Отгружено товаров собственного производства. Данную форму сдаем по головной организации, а также по обособленным подразделениям. По документам, все отгрузки оформляются от головной организации, фактически это могут быть работы обособленных подразделений или отгрузка со склада (тоже ОП). Как правильно заполнять, по выписанным документам или фактическому месту выполнения работ, отгрузки товара.	1860531	1	0	0	63
В продолжение уменьшения патента. Индивидуальные предприниматели, не производящие выплаты и иные вознаграждения физическим лицам, производят уменьшение исчисленной суммы патента без ограничений по размеру уменьшения - так написано на сайте налоговой письмо Дата публикации: 16.11.2023 05:13. Но Налоговая на горячей линии говорит, что раз в патенте указан сотрудник, то у ИП автоматически появляется признак как ИП с сотрудниками. Есть ли что-то подобное в разъяснениях?	19120784	1	0	0	63
Добрый день , у меня не выходит полная информация по доходу УСНО- Вопрос : Организация продает товары через интернет , в какой момент включать в выручку по УСНО-доход, при оплате на расчетный счет? или при реализации товара, товар отправляем через СДЭК (транспортная компания) а там уже покупатель расплачивается за товар , потом нам переводят деньги после оплаты покупателем, за минусом комиссии за услугу	1984615	1	0	0	63
Добрый день , вопрос наша организация в честь основателю завода , заказала авторский заказ на отлитие в бронзе скульптуру , на данный момент имеем договор и акт о приемке произведения по договору авторского заказа на произведение с отчуждением исключительного права , стоимость 880 000, стоит ли скульптуру ставить на основное средство или можно сразу списать в расходы не принимаемые и нужно начислять НДС ?	19234417	1	0	0	64
Покупатель (физическое лицо) оплатил товар нам напрямую и попросил отправить товар курьерской службой СДЭК. Покупатель (физическое лицо) при получении оплатил доставку наличными СДЭК. Акт оказанных услуг СДЭК выставляет на нашу организацию, а также предоставляет акт зачета взаимных требований на оплаченную сумму. Отправку товара заявляем в доходах. Вопрос: нужно ли бить кассовый чек при отражении реализации (услуг по доставке) если получателем товара является физической лицо?	18192553	1	0	0	64
Добрый день! Просим Вас дать расширенный комментарий по вопросу: Организация: вид деятельности продажа и ремонт автотранспортных средств, имеет дилерский договор на поставку автомобилей, запчастей. Согласно условиям договора поставщик (дистрибьютер) несет гарантийные обязательства по устранению недостатков товара. В данный момент возмещение гарантийных ремонтов осуществляется без НДС. Как определить какой вариант для дилера является более выгодным, выставление возмещения по гарантийным ремонтам с НДС или без НДС.	432287	1	0	0	64
Добрый день. Если физлицо купил оборудование, которое потом использовал в своей деятельности как ИП, а спустя 2 год собирается его продавать, может ли он учесть первоначальную стоимость этого оборудования, для уменьшения своего дохода от деятельности ИП? Система налогообложение УСН доходы минус расходы 15%? Договор НА ПОКУПКУ был заключен между физ лицами и расчет был наличный(ИМЕЕТСЯ РАСПИСКА), а теперь расчет при продажи будет на р/счИП.	2279860	1	0	0	64
Здравствуйте! Прошу дать ответ на вопрос: Организация ООО(Подрядчик) на ОСН (с НДС) заключила договор субподряда на выполнение СМР с Заказчиком 1 и получила аванс. На сумму полученного аванса выдала счет-фактуру Заказчику 1. В следующем налоговом периоде Заказчик 1 передал право требования по договору Субподряда Заказчику 2. Вопрос: должен ли Подрядчик выдать счет-фактуру на остаток полученного аванса Заказчику 2 (перенести аванс)? Какой датой и номером?	10000130	1	0	0	64
Если сотрудник работает за пределами рф, с его доходов мы удерживаем ставку 13% вне зависимости от того резидент он или нерезидент. Если он становится нерезидентом, и в этом статусе возвращается в РФ, с его доходов мы удерживаем 13% или с момента как он работает в РФ до того, момента пока не пройдет 183 дня и он опять не станет резидентом, мы должны удерживать 30%?	1811712	1	0	0	64
"Добрый день.
Наша организация ранее приобрела импортную комплектацию из Китая. Расчеты с поставщиком производились в долларах, продукция выпущена таможней. НДС 20% на стоимость продукции по данным таможенной декларации отражен в учете при её поступлении. 
На данный момент выявился скрытый брак. Поставщик не имеет возможности предоставить на замен комплектующие, но согласен компенсировать их стоимость. Нам необходимо составить счет на сумму компенсации. Какую ставку НДС указать в счете?"	8130119	1	0	0	65
День добрый. Ситуация: ИП на ОСНО. Не имеет на сегодняшний день ККТ, работает (продажи и услуги)только с юрлицами. За 2023 год 5 раз на общую сумму 500 тыс.руб. был приобретен товар у разных физлиц, оформлены авансовые отчеты. Не применялась ККТ при расчетах с физлицами. Каковы санкции со стороны ФНС за неприменение ККТ? За каждое нарушение? В совокупности за эти нарушения? Срок давности? Спасибо за ответ.	7538437	1	0	0	65
Добрый день, первоначальная стоимость основных средств на балансе зданий, помещений низкая, исходя из цен когда были построены (примерно 1970-90г). Переоценка не проводилась. Любой ремонт на сегодняшнее время в разы больше стоимости самого здания. 1) Можно ли списать на затраты такой ремонт не далая его отдельным инвентарным объектом? 2) Если провести оценку зданий, помещений будет ли это являться переоценкой ОС и надо ли ее проводить ежегодно?	8018909	1	0	0	65
"Как определить является ли объектом НМА по ФСБУ 14/2022, если объект ранее учитывался как расходы будущих периодов (РБП) на счете 97 
1. «Услуга по разработке мероприятий по уменьшению выбросов вредных веществ в атмосферный воздух». 
2. Подписка на обновления ПО, тех. поддержка от производителя.
3. Сервисный контракт
4. Предоставления доступа к информационному ресурсу. 
5. Цифровой сертификат
6. Право пользование подписки на обновление базы данных ФЕР
7. Абонентское обслуживание. 
8. Продление доменов.
9. Продление хостинга. 
10. Сертификат активации сервиса поддержки ПО
11. Справочная система"	5151018	1	0	0	65
"Подскажите пожалуйста, заключен с физ.лицом договор оказания услуг (ДГПХ). Предмет Договора. ""В рамках оказания услуг Исполнитель обязуется совершить следующие действия:
- устные и письменные консультации по вопросам стратегии закупок;
- устные и письменные рекомендации по организации структуры отдела закупок и отдела продаж;
- проведение мастер-классов по закупочной деятельности и разработка рекомендаций в этой связи"".
Какой код выполняемой трудовой функции поставить в данном случае для сдачи в СФР (СЗВ-ТД)?"	16890163	1	0	0	65
"В ответе на запрос об оформлении КС-2 и КС-3 в случае увеличения объема работ вы написали: Если после подписания Акта и Справки по формам № КС-2 и № КС-3 на выполненные работы необходимо изменить объем/стоимость выполненных работ по согласованию сторон, то поступают следующим образом, в порядке, ПРЕДУСМОТРЕННОМ ЗАКОНОМ. Каким конкретно законом (№/пунктом/статьей) предусмотрено оформление дополнительного КС-2 и КС-3?
И почему нельзя оформить корректировочный КС-2 и КС-3?"	608773	1	0	0	65
прошу уточнить точно ли ваш ответ подходит для нашей организации?: мы сначала продаем оборудование дорогостоящее, которое находится на гарантии, и мы за счет счет передаем запчасти при их поломке (оформляем как безвозмездная передача) и так же нанимаем сторонние организации для проведения работ для замены зап частей в этом оборудовании. Мы не верно оформляем документ -Безвозмездная передача материалы по рыночной стоимости и платим НДС с безвозмездной передачи	7766706	1	0	0	66
Доброе утро! Подскажите, пожалуйста, как оформить правильно сотрудничество. У нас есть менеджер по продажам в штате, но он не хочет сидеть в офисе, если мы с ним оформить договор, как с физическим лицом, т.е., как агент на проценте от продаж. Какие налоги мы должны будем платить. И как правильно всё оформить, чтобы у налоговой не было вопросов, что мы подменяем трудовой договор. Сотрудника терять не хочется,	4778086	1	0	0	66
"добрый день, подскажите пожалуйста. ООО на УСН ""Доходы за минусом расходов"" заключило договор аренды недвижимого имущества. (Арендатор) согласно договора Арендатор применяет ППА в бухгалтерском учете. Согласно дополнительного соглашения к договору с января 2024 года Арендодатель по мимо основной платы за аренду помещения, выставляет Арендатору компенсацию за коммунальные услуги по офису. Вопрос, как Арендатору отразить коммунальные услуги в НУ и БУ? Еще раз подчеркну, Арендатор применяет ППА."	2219310	1	0	0	66
Добрый день! У нас реорганизация в форме выделения и одновременным присоединением имущества от одного ООО к другому ООО. Учредитель - Министерство государственного имущества. На основании Распоряжений Правительства (о реорганизации) и Министерства государственного имущества (о передаче имущества на основании передаточного акта) от АО данное имущество выбывает. Как учесть при расчете налога на прибыль стоимость объекта основного средства при выбытии? Просим помочь в решении данного вопроса. Заранее благодарим.	3796349	1	0	0	66
Добрый день! ИП на патенте с сотруд. 15.03.24 подали заявление на умен. патента на половину. И 29.03.2024 оплатили оставшуюся часть патента, фиксир. платежи ИП за себя за 1 кв 24, 1% с доходы свыше 300 тыс. за 2023 год. Страх взносы и НДФЛ из з/п сотрудников не было. Какие суммы нужно подать в Уведом об исчисл налогах за период 23.03-31.03.24 , срок подачи такого уведом до 03.04.2024?	853625	1	0	0	67
